0.000000000000000e+00 -4.407892319112011e+02 2.046701479956125e+02
8.000000000000001e-15 -4.407900025659813e+02 2.075423107952697e+02
1.600000000000000e-14 -4.407901447057280e+02 2.093472608323987e+02
2.400000000000000e-14 -4.407910200699500e+02 2.096380321610206e+02
3.200000000000000e-14 -4.407906404296212e+02 2.080015673498528e+02
4.000000000000001e-14 -4.407873662384497e+02 2.046799535349316e+02
4.800000000000000e-14 -4.407836215954716e+02 2.009878531950142e+02
5.600000000000000e-14 -4.407828346309844e+02 1.984031167692434e+02
6.400000000000000e-14 -4.407827196313618e+02 1.976746795433223e+02
7.200000000000001e-14 -4.407845349552283e+02 1.987899939508252e+02
8.000000000000001e-14 -4.407870581383543e+02 2.010327011295916e+02
8.800000000000000e-14 -4.407895021829714e+02 2.032829103366309e+02
9.600000000000001e-14 -4.407915348237701e+02 2.044794961656622e+02
1.040000000000000e-13 -4.407903588116973e+02 2.040561976073800e+02
1.120000000000000e-13 -4.407888686166780e+02 2.023339077154455e+02
1.200000000000000e-13 -4.407885266917652e+02 1.999992541402237e+02
1.280000000000000e-13 -4.407872659315564e+02 1.975337135098835e+02
1.360000000000000e-13 -4.407855439950266e+02 1.956093821950471e+02
1.440000000000000e-13 -4.407852195814786e+02 1.949651315945007e+02
1.520000000000000e-13 -4.407855597312364e+02 1.958202281825116e+02
1.600000000000000e-13 -4.407866178270176e+02 1.978889271258435e+02
1.680000000000000e-13 -4.407878578730595e+02 2.005998589363952e+02
1.760000000000000e-13 -4.407904272823412e+02 2.031083540088347e+02
1.840000000000000e-13 -4.407923447468281e+02 2.042942164194179e+02
1.920000000000000e-13 -4.407918125833756e+02 2.033931202417485e+02
2.000000000000000e-13 -4.407884454318903e+02 2.006898222341423e+02
2.080000000000000e-13 -4.407844822704041e+02 1.975311352289842e+02
2.160000000000000e-13 -4.407822986765525e+02 1.955054491402872e+02
2.240000000000000e-13 -4.407827515137993e+02 1.955287670039806e+02
2.320000000000000e-13 -4.407843001175021e+02 1.975465518391477e+02
2.400000000000000e-13 -4.407866260330353e+02 2.008165374326177e+02
2.480000000000000e-13 -4.407893267637816e+02 2.041850876115558e+02
2.560000000000000e-13 -4.407912828463717e+02 2.063406365227406e+02
2.640000000000000e-13 -4.407911371025808e+02 2.064159944937367e+02
2.720000000000000e-13 -4.407892456446906e+02 2.044196402130067e+02
2.800000000000000e-13 -4.407862523568963e+02 2.012259412414296e+02
2.880000000000000e-13 -4.407840282437355e+02 1.981346784590691e+02
2.960000000000000e-13 -4.407824442382365e+02 1.963286940021366e+02
3.040000000000000e-13 -4.407846474579595e+02 1.962558199891399e+02
3.120000000000000e-13 -4.407875286354002e+02 1.972461061974623e+02
3.200000000000001e-13 -4.407884443811272e+02 1.982377697559298e+02
3.280000000000000e-13 -4.407855856418550e+02 1.990323289224175e+02
3.360000000000000e-13 -4.407822704473004e+02 2.007428781748522e+02
3.440000000000000e-13 -4.407842779447680e+02 2.043902203014436e+02
3.520000000000000e-13 -4.407889630814499e+02 2.092799993589887e+02
3.600000000000000e-13 -4.407944711026186e+02 2.132300782115254e+02
3.680000000000000e-13 -4.407977246918131e+02 2.137851371352189e+02
3.760000000000000e-13 -4.407953481528406e+02 2.097945363566961e+02
3.840000000000000e-13 -4.407880549793189e+02 2.026516220143720e+02
3.920000000000000e-13 -4.407828542887986e+02 1.954818518328042e+02
4.000000000000000e-13 -4.407810330402386e+02 1.908809901449154e+02
4.080000000000000e-13 -4.407815896093997e+02 1.899055367033446e+02
4.160000000000000e-13 -4.407851611741188e+02 1.922135173228913e+02
4.240000000000000e-13 -4.407899648735590e+02 1.962863728761292e+02
4.320000000000000e-13 -4.407938584910884e+02 2.000500811101804e+02
4.400000000000000e-13 -4.407952607982299e+02 2.017531663312575e+02
4.480000000000000e-13 -4.407924369357364e+02 2.008325213187539e+02
4.560000000000001e-13 -4.407878036838095e+02 1.982615731418569e+02
4.640000000000000e-13 -4.407838522364485e+02 1.958952711713390e+02
4.720000000000000e-13 -4.407828574565957e+02 1.953648217510070e+02
4.800000000000001e-13 -4.407849728548310e+02 1.971245736650675e+02
4.880000000000000e-13 -4.407877345841146e+02 2.003465858010137e+02
