0.000000000000000e+00 -5.422902759757608e+02 7.608150069563166e+02
1.000000000000000e-15 -5.422902535940578e+02 7.615698512495156e+02
2.000000000000000e-15 -5.422901981560151e+02 7.625191297539756e+02
3.000000000000000e-15 -5.422902259392383e+02 7.636647513267623e+02
4.000000000000000e-15 -5.422902147830468e+02 7.650083689481104e+02
5.000000000000001e-15 -5.422902324612357e+02 7.665503643072776e+02
6.000000000000000e-15 -5.422902331128552e+02 7.682888597865970e+02
7.000000000000000e-15 -5.422902923637868e+02 7.702194313363079e+02
8.000000000000001e-15 -5.422902981746121e+02 7.723351714119528e+02
9.000000000000001e-15 -5.422903298701336e+02 7.746264408935733e+02
1.000000000000000e-14 -5.422903603320952e+02 7.770803820576375e+02
1.100000000000000e-14 -5.422903846062810e+02 7.796805831609025e+02
1.200000000000000e-14 -5.422904132685551e+02 7.824071382117778e+02
1.300000000000000e-14 -5.422904732395377e+02 7.852374425330800e+02
1.400000000000000e-14 -5.422905054333282e+02 7.881473595973904e+02
1.500000000000000e-14 -5.422905631680646e+02 7.911122216579605e+02
1.600000000000000e-14 -5.422906430542436e+02 7.941076582730481e+02
1.700000000000000e-14 -5.422906933200700e+02 7.971100089504775e+02
1.800000000000000e-14 -5.422907438036432e+02 8.000964809800303e+02
1.900000000000000e-14 -5.422908070330586e+02 8.030451145330844e+02
2.000000000000000e-14 -5.422908039416785e+02 8.059341946449287e+02
2.100000000000000e-14 -5.422908389309550e+02 8.087425595083135e+02
2.200000000000000e-14 -5.422908713278543e+02 8.114508678168451e+02
2.300000000000000e-14 -5.422909452140959e+02 8.140413157846984e+02
2.400000000000000e-14 -5.422909507840641e+02 8.164959829445476e+02
2.500000000000000e-14 -5.422909746204978e+02 8.187961078985523e+02
2.600000000000000e-14 -5.422910361779191e+02 8.209236101455106e+02
2.700000000000000e-14 -5.422911080543499e+02 8.228629042423369e+02
2.800000000000000e-14 -5.422911444605747e+02 8.246021591249059e+02
2.900000000000000e-14 -5.422911671532351e+02 8.261348958194176e+02
3.000000000000000e-14 -5.422911573138723e+02 8.274611257909544e+02
3.100000000000000e-14 -5.422911732243906e+02 8.285878869610226e+02
3.200000000000000e-14 -5.422911069880272e+02 8.295295373243713e+02
3.300000000000000e-14 -5.422910354339919e+02 8.303076362695303e+02
3.400000000000000e-14 -5.422909634568900e+02 8.309503687929662e+02
3.500000000000000e-14 -5.422908905293775e+02 8.314909350563672e+02
3.600000000000000e-14 -5.422907700988675e+02 8.319648629180755e+02
3.700000000000000e-14 -5.422907063004468e+02 8.324072115686200e+02
3.800000000000000e-14 -5.422906107517298e+02 8.328497633269305e+02
3.900000000000000e-14 -5.422905699820727e+02 8.333190462464339e+02
4.000000000000001e-14 -5.422905201108929e+02 8.338354256347392e+02
4.100000000000000e-14 -5.422904909291419e+02 8.344122474251667e+02
4.200000000000000e-14 -5.422904857279354e+02 8.350556203913217e+02
4.300000000000001e-14 -5.422904921768460e+02 8.357654918872230e+02
4.400000000000000e-14 -5.422904932768710e+02 8.365367257632382e+02
4.500000000000000e-14 -5.422905118467314e+02 8.373596034049916e+02
4.600000000000001e-14 -5.422905427784301e+02 8.382204418437367e+02
4.700000000000000e-14 -5.422906170320226e+02 8.391019042940997e+02
4.800000000000000e-14 -5.422907032802161e+02 8.399832751714493e+02
4.900000000000001e-14 -5.422906886370682e+02 8.408409690244375e+02
5.000000000000000e-14 -5.422907258408543e+02 8.416492270819207e+02
5.100000000000000e-14 -5.422907773608144e+02 8.423817645138245e+02
5.200000000000001e-14 -5.422908203990332e+02 8.430128129134291e+02
5.300000000000000e-14 -5.422908789745510e+02 8.435165254927000e+02
5.400000000000000e-14 -5.422908851307649e+02 8.438672781253741e+02
5.500000000000001e-14 -5.422909511810116e+02 8.440415138628064e+02
5.600000000000000e-14 -5.422909401188440e+02 8.440189159060303e+02
5.700000000000001e-14 -5.422909391294012e+02 8.437833297721783e+02
5.800000000000001e-14 -5.422909388785447e+02 8.433242750270852e+02
5.900000000000000e-14 -5.422909144256229e+02 8.426369283497444e+02
6.000000000000001e-14 -5.422908944805949e+02 8.417209678025602e+02
6.100000000000001e-14 -5.422909291093399e+02 8.405799610161463e+02
6.200000000000000e-14 -5.422909165546495e+02 8.392209157024305e+02
6.300000000000001e-14 -5.422908698200156e+02 8.376538205103363e+02
6.400000000000000e-14 -5.422908479808534e+02 8.358913170475394e+02
6.500000000000000e-14 -5.422908448335070e+02 8.339484807284852e+02
6.600000000000001e-14 -5.422907723811991e+02 8.318424929903375e+02
6.700000000000000e-14 -5.422907415458455e+02 8.295912197454711e+02
6.800000000000000e-14 -5.422907609463143e+02 8.272106549091885e+02
6.900000000000001e-14 -5.422907499013429e+02 8.247144319524581e+02
7.000000000000000e-14 -5.422907207156114e+02 8.221157951946478e+02
7.100000000000000e-14 -5.422907080550555e+02 8.194297145074095e+02
7.200000000000001e-14 -5.422906502029789e+02 8.166747038734085e+02
7.300000000000000e-14 -5.422905615563507e+02 8.138740287387998e+02
7.400000000000000e-14 -5.422905418554623e+02 8.110560179986635e+02
7.500000000000001e-14 -5.422905010600635e+02 8.082523511416090e+02
7.600000000000000e-14 -5.422904499478856e+02 8.054946450491653e+02
7.700000000000000e-14 -5.422903734372906e+02 8.028120900201743e+02
7.800000000000001e-14 -5.422903119375877e+02 8.002311158527202e+02
7.900000000000000e-14 -5.422902766564378e+02 7.977750924129117e+02
8.000000000000001e-14 -5.422902572637045e+02 7.954638605336975e+02
8.100000000000001e-14 -5.422902858032543e+02 7.933137761853374e+02
8.200000000000000e-14 -5.422902781026120e+02 7.913380088908691e+02
8.300000000000001e-14 -5.422903131232993e+02 7.895470741480819e+02
8.400000000000001e-14 -5.422903235713238e+02 7.879491515598346e+02
8.500000000000000e-14 -5.422903274041245e+02 7.865499579520443e+02
8.600000000000001e-14 -5.422903184844993e+02 7.853527973551476e+02
8.700000000000001e-14 -5.422903233810752e+02 7.843597010090397e+02
8.800000000000000e-14 -5.422903398936877e+02 7.835727393512664e+02
